Country,Iso3c,2012 Rank,2012 Score,2013 Rank,2013 Score,2014 Rank,2014 Score,2015 Rank,2015 Score,2016 Rank,2016 Score,2017 Rank,2017 Score,2018 Rank,2018 Score,2019 Rank,2019 Score,2020 Rank,2020 Score,2021 Rank,2021 Score,2022 Rank,2022 Score
Philippines,PHL,13,7.21193612433352,12,7.20014232661347,14,6.91121369469485,20,6.63695007811965,18,6.7757039090188,13,7.05433195359605,12,7.1957331109355,15,7.17956392947668,15,7.08055384570547,17,6.78627910828154,18,6.32798374961516
Poland,POL,112,0.0,110,0.0,110,0.0,106,0.0,84,1.52018198264983,95,1.05831156396975,102,0.681851850109894,104,0.406455517152519,99,0.226890594371813,96,0.0,93,0.0
Portugal,PRT,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Qatar,QAT,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Republic of the Congo,COG,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Romania,ROU,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,72,2.59929115724318,79,2.04164834957969,80,1.52018198264983,81,1.05831156396975,84,0.681851850109894
Russia,RUS,10,7.49014503634554,11,7.37331707769546,13,6.95911985526733,23,6.39645292224751,24,6.02936973110517,23,5.88294679433945,30,5.42604006487656,37,4.88488483736806,39,4.68418616304246,44,4.2186696451983,45,3.79921746495303
Rwanda,RWA,51,3.67899355505194,37,4.43987146438505,45,3.80772717489635,59,3.13199291989236,72,2.55538364146546,78,1.93774847442113,110,0.0,76,2.26979317520095,76,1.73086448260274,76,1.24105004001805,79,0.826318935360223
Saudi Arabia,SAU,52,3.59114813290422,61,3.00252983635947,36,4.19329167956085,25,5.85869186421886,28,5.75401394447291,32,5.33687796536509,40,4.961780013148,45,4.47970774346714,49,3.8560981851493,54,3.10617630738021,63,2.38683533002177
Senegal,SEN,76,2.21814844117293,81,1.68280810349464,96,0.508313378859537,106,0.0,106,0.0,108,0.0,63,3.24457464986636,66,2.66521199549208,69,2.10457007854592,72,1.5778561694534,77,1.10774171984795
Serbia,SRB,68,2.45014106978246,71,2.34764709749515,81,1.75392697719821,90,1.24105004001805,95,0.826318935360223,106,0.290978597681926,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
