Unnamed: 0,iso3c,Country,Rank,Score,Incidents,Fatalities,Injuries,Hostages
,MYS,Malaysia,68,1.86082737386225,0,0,0,0
,CHN,China,68,1.86082737386225,0,0,0,0
,BEL,Belgium,70,1.74247260716042,0,0,0,0
,SWE,Sweden,71,1.60531219912934,0,0,0,0
,SEN,Senegal,72,1.5778561694534,0,0,0,0
,SWZ,Eswatini,73,1.52018198264983,1,0,1,0
,JPN,Japan,74,1.45838482119566,0,0,0,0
,URY,Uruguay,75,1.31972173286483,0,0,0,0
,RWA,Rwanda,76,1.24105004001805,0,0,0,0
,TGO,Togo,76,1.24105004001805,1,0,0,0
,ZAF,South Africa,76,1.24105004001805,0,0,0,0
,MAR,Morocco,79,1.1544986362098,0,0,0,0
,NOR,Norway,80,1.10774171984795,0,0,0,0
,ROU,Romania,81,1.05831156396975,0,0,0,0
,FIN,Finland,82,1.00588385814093,0,0,0,0
,BRA,Brazil,83,0.950071442336124,0,0,0,0
,SDN,Sudan,84,0.890406938670335,0,0,0,0
,LTU,Lithuania,85,0.826318935360223,0,0,0,0
,IRL,Ireland,86,0.508313378859537,0,0,0,0
,MRT,Mauritania,86,0.508313378859537,0,0,0,0
,VNM,Vietnam,88,0.406455517152519,0,0,0,0
,AGO,Angola,89,0.290978597681926,0,0,0,0
,CZE,Czech Republic,89,0.290978597681926,0,0,0,0
,DNK,Denmark,89,0.290978597681926,0,0,0,0
,GAB,Gabon,89,0.290978597681926,0,0,0,0
,KSV,Kosovo,89,0.290978597681926,0,0,0,0
,TWN,Taiwan,94,0.226890594371813,0,0,0,0
,MKD,Macedonia (FYR),95,0.157670277511823,0,0,0,0
,ALB,Albania,96,0.0,0,0,0,0
,ARE,United Arab Emirates,96,0.0,0,0,0,0
,ARM,Armenia,96,0.0,0,0,0,0
,AZE,Azerbaijan,96,0.0,0,0,0,0
,BGR,Bulgaria,96,0.0,0,0,0,0
,BIH,Bosnia and Herzegovina,96,0.0,0,0,0,0
,BLR,Belarus,96,0.0,0,0,0,0
,BOL,Bolivia,96,0.0,0,0,0,0
,BTN,Bhutan,96,0.0,0,0,0,0
,BWA,Botswana,96,0.0,0,0,0,0
,COG,Republic of the Congo,96,0.0,0,0,0,0
,CRI,Costa Rica,96,0.0,0,0,0,0
,CUB,Cuba,96,0.0,0,0,0,0
,DJI,Djibouti,96,0.0,0,0,0,0
,DOM,Dominican Republic,96,0.0,0,0,0,0
,ERI,Eritrea,96,0.0,0,0,0,0
,EST,Estonia,96,0.0,0,0,0,0
,GEO,Georgia,96,0.0,0,0,0,0
,GHA,Ghana,96,0.0,0,0,0,0
,GIN,Guinea,96,0.0,0,0,0,0
,GMB,The Gambia,96,0.0,0,0,0,0
,GNB,Guinea-Bissau,96,0.0,0,0,0,0
,GNQ,Equatorial Guinea,96,0.0,0,0,0,0
,GTM,Guatemala,96,0.0,0,0,0,0
,GUY,Guyana,96,0.0,0,0,0,0
,HND,Honduras,96,0.0,0,0,0,0
,HRV,Croatia,96,0.0,0,0,0,0
,HTI,Haiti,96,0.0,0,0,0,0
,HUN,Hungary,96,0.0,0,0,0,0
,ISL,Iceland,96,0.0,0,0,0,0
,JAM,Jamaica,96,0.0,0,0,0,0
,KAZ,Kazakhstan,96,0.0,0,0,0,0
,KGZ,Kyrgyz Republic,96,0.0,0,0,0,0
,KHM,Cambodia,96,0.0,0,0,0,0
,KOR,South Korea,96,0.0,0,0,0,0
,KWT,Kuwait,96,0.0,0,0,0,0
,LAO,Laos,96,0.0,0,0,0,0
,LBR,Liberia,96,0.0,0,0,0,0
,LSO,Lesotho,96,0.0,0,0,0,0
,LVA,Latvia,96,0.0,0,0,0,0
,MDA,Moldova,96,0.0,0,0,0,0
,MDG,Madagascar,96,0.0,0,0,0,0
,MNE,Montenegro,96,0.0,0,0,0,0
,MNG,Mongolia,96,0.0,0,0,0,0
,MUS,Mauritius,96,0.0,0,0,0,0
,MWI,Malawi,96,0.0,0,0,0,0
,NAM,Namibia,96,0.0,0,0,0,0
,NIC,Nicaragua,96,0.0,0,0,0,0
,OMN,Oman,96,0.0,0,0,0,0
,PAN,Panama,96,0.0,0,0,0,0
,PNG,Papua New Guinea,96,0.0,0,0,0,0
,POL,Poland,96,0.0,0,0,0,0
,PRK,North Korea,96,0.0,0,0,0,0
,PRT,Portugal,96,0.0,0,0,0,0
,QAT,Qatar,96,0.0,0,0,0,0
,SGP,Singapore,96,0.0,0,0,0,0
,SLE,Sierra Leone,96,0.0,0,0,0,0
,SLV,El Salvador,96,0.0,0,0,0,0
,SRB,Serbia,96,0.0,0,0,0,0
,SSD,South Sudan,96,0.0,0,0,0,0
,SVK,Slovakia,96,0.0,0,0,0,0
,SVN,Slovenia,96,0.0,0,0,0,0
,TKM,Turkmenistan,96,0.0,0,0,0,0
,TLS,Timor-Leste,96,0.0,0,0,0,0
,TTO,Trinidad and Tobago,96,0.0,0,0,0,0
,UZB,Uzbekistan,96,0.0,0,0,0,0
,ZMB,Zambia,96,0.0,0,0,0,0
,ZWE,Zimbabwe,96,0.0,0,0,0,0
