Unnamed: 0,iso3c,Country,Rank,Score,Incidents,Fatalities,Injuries,Hostages
,RUS,Russia,37,4.88488483736806,4,2,5,5
,COD,Democratic Republic of the Congo,38,4.78625743251773,9,18,0,0
,DZA,Algeria,39,4.75106868214026,7,2,17,17
,BGD,Bangladesh,40,4.75071302007688,10,1,21,21
,ETH,Ethiopia,41,4.62413739263188,1,0,9,9
,VEN,Venezuela,42,4.53119024275218,0,0,0,0
,LBN,Lebanon,43,4.48697698460079,1,4,1,1
,GRC,Greece,44,4.48262277643481,26,0,3,3
,SAU,Saudi Arabia,45,4.47970774346714,5,0,6,6
,ITA,Italy,46,4.35254189906619,12,0,0,0
,CHN,China,47,4.17894078667315,0,0,0,0
,BEL,Belgium,48,4.17548851743813,0,0,0,0
,CAN,Canada,49,4.13585116356714,1,0,0,0
,JOR,Jordan,50,4.04102637148657,2,3,16,16
,ESP,Spain,51,4.03453634256551,2,0,0,0
,BDI,Burundi,52,3.95973362671119,0,0,0,0
,ECU,Ecuador,53,3.9363351133463,2,1,2,2
,PER,Peru,54,3.85208522066337,1,2,0,0
,UKR,Ukraine,55,3.82864215547336,3,0,0,0
,TZA,Tanzania,56,3.73257662818009,1,6,7,7
,MEX,Mexico,57,3.62840648623209,7,0,2,2
,NLD,Netherlands,58,3.49639958435863,1,4,4,4
,CAF,Central African Republic,59,3.47333708976316,0,0,0,0
,PRY,Paraguay,60,3.34958458278726,4,0,0,0
,BHR,Bahrain,61,3.25064339263054,0,0,0,0
,KWT,Kuwait,62,3.20085742835609,0,0,0,0
,ARG,Argentina,63,3.00252983635947,2,0,0,0
,CIV,Cote d' Ivoire,64,2.96408829459294,0,0,0,0
,SWE,Sweden,65,2.80078417113018,1,0,0,0
,SEN,Senegal,66,2.66521199549208,0,0,0,0
,AUS,Australia,67,2.62460395832545,1,0,0,0
,MDG,Madagascar,68,2.58199473478214,0,0,0,0
,JPN,Japan,69,2.53717681540954,1,0,9,9
,LAO,Laos,70,2.51857841484165,0,0,0,0
,BEN,Benin,71,2.45014106978246,1,1,0,0
,MYS,Malaysia,72,2.30659840182477,0,0,0,0
,KAZ,Kazakhstan,73,2.29450320753023,0,0,0,0
,ZAF,South Africa,74,2.28223644448305,0,0,0,0
,SDN,Sudan,74,2.28223644448305,0,0,0,0
,RWA,Rwanda,76,2.26979317520095,2,0,4,4
,MAR,Morocco,77,2.16322253728063,0,0,0,0
,NOR,Norway,78,2.10457007854592,2,0,2,2
,ROU,Romania,79,2.04164834957969,0,0,0,0
,BRA,Brazil,80,1.97378670117656,2,0,0,0
,FIN,Finland,80,1.97378670117656,0,0,0,0
,AUT,Austria,82,1.79828502296523,0,0,0,0
,MKD,Macedonia (FYR),82,1.79828502296523,0,0,0,0
,LTU,Lithuania,84,1.73086448260274,2,0,0,0
,CHE,Switzerland,85,1.63192329244602,0,0,0,0
,SSD,South Sudan,86,1.53496511690485,0,0,0,0
,KSV,Kosovo,87,1.42574727634863,0,0,0,0
,DNK,Denmark,88,1.33832013343272,0,0,0,0
,IRL,Ireland,89,1.31972173286483,1,0,0,0
,MRT,Mauritania,90,1.24105004001805,0,0,0,0
,BIH,Bosnia and Herzegovina,91,1.22021066308623,0,0,0,0
,UGA,Uganda,92,1.10774171984795,0,0,0,0
,VNM,Vietnam,93,1.05831156396975,0,0,0,0
,CZE,Czech Republic,93,1.05831156396975,0,0,0,0
,TKM,Turkmenistan,95,1.00588385814093,0,0,0,0
,AGO,Angola,96,0.826318935360223,0,0,0,0
,CYP,Cyprus,96,0.826318935360223,0,0,0,0
,GAB,Gabon,96,0.826318935360223,0,0,0,0
,URY,Uruguay,96,0.826318935360223,0,0,0,0
,GEO,Georgia,100,0.757098618500233,0,0,0,0
,KGZ,Kyrgyz Republic,100,0.757098618500233,0,0,0,0
,TWN,Taiwan,102,0.681851850109894,0,0,0,0
,HUN,Hungary,103,0.508313378859537,0,0,0,0
,POL,Poland,104,0.406455517152519,0,0,0,0
,ARM,Armenia,105,0.290978597681926,0,0,0,0
,AZE,Azerbaijan,105,0.290978597681926,0,0,0,0
,MUS,Mauritius,105,0.290978597681926,0,0,0,0
,MDA,Moldova,105,0.290978597681926,0,0,0,0
,KOR,South Korea,109,0.226890594371813,0,0,0,0
,ARE,United Arab Emirates,109,0.226890594371813,0,0,0,0
,UZB,Uzbekistan,111,0.157670277511823,0,0,0,0
,ALB,Albania,112,0.0,0,0,0,0
,BLR,Belarus,112,0.0,0,0,0,0
,BTN,Bhutan,112,0.0,0,0,0,0
,BOL,Bolivia,112,0.0,0,0,0,0
,BWA,Botswana,112,0.0,0,0,0,0
,BGR,Bulgaria,112,0.0,0,0,0,0
,KHM,Cambodia,112,0.0,0,0,0,0
,CRI,Costa Rica,112,0.0,0,0,0,0
,HRV,Croatia,112,0.0,0,0,0,0
,CUB,Cuba,112,0.0,0,0,0,0
,DJI,Djibouti,112,0.0,0,0,0,0
,DOM,Dominican Republic,112,0.0,0,0,0,0
,SLV,El Salvador,112,0.0,0,0,0,0
,GNQ,Equatorial Guinea,112,0.0,0,0,0,0
,ERI,Eritrea,112,0.0,0,0,0,0
,EST,Estonia,112,0.0,0,0,0,0
,GHA,Ghana,112,0.0,0,0,0,0
,GTM,Guatemala,112,0.0,0,0,0,0
,GIN,Guinea,112,0.0,0,0,0,0
,GNB,Guinea-Bissau,112,0.0,0,0,0,0
,GUY,Guyana,112,0.0,0,0,0,0
,HTI,Haiti,112,0.0,0,0,0,0
,HND,Honduras,112,0.0,0,0,0,0
,ISL,Iceland,112,0.0,0,0,0,0
,JAM,Jamaica,112,0.0,0,0,0,0
,LVA,Latvia,112,0.0,0,0,0,0
,LSO,Lesotho,112,0.0,0,0,0,0
,LBR,Liberia,112,0.0,0,0,0,0
,MWI,Malawi,112,0.0,0,0,0,0
,MNG,Mongolia,112,0.0,0,0,0,0
,MNE,Montenegro,112,0.0,0,0,0,0
,NAM,Namibia,112,0.0,0,0,0,0
,NIC,Nicaragua,112,0.0,0,0,0,0
,PRK,North Korea,112,0.0,0,0,0,0
,OMN,Oman,112,0.0,0,0,0,0
,PAN,Panama,112,0.0,0,0,0,0
,PNG,Papua New Guinea,112,0.0,0,0,0,0
,PRT,Portugal,112,0.0,0,0,0,0
,QAT,Qatar,112,0.0,0,0,0,0
,COG,Republic of the Congo,112,0.0,0,0,0,0
,SRB,Serbia,112,0.0,0,0,0,0
,SLE,Sierra Leone,112,0.0,0,0,0,0
,SGP,Singapore,112,0.0,0,0,0,0
,SVK,Slovakia,112,0.0,0,0,0,0
,SVN,Slovenia,112,0.0,0,0,0,0
,SWZ,Eswatini,112,0.0,0,0,0,0
,GMB,The Gambia,112,0.0,0,0,0,0
,TLS,Timor-Leste,112,0.0,0,0,0,0
,TGO,Togo,112,0.0,0,0,0,0
,TTO,Trinidad and Tobago,112,0.0,0,0,0,0
,ZMB,Zambia,112,0.0,0,0,0,0
,ZWE,Zimbabwe,112,0.0,0,0,0,0
